featurecla,nameascii,sov0name,adm0name,latitude,longitude,pop_max,pop_min
Admin-1 capital,Mansa,Zambia,Zambia,-11.2000024222,28.8900089098,42277,20437
Populated place,Mpika,Zambia,Zambia,-11.8300414847,31.4599812406,28445,6040
Populated place,Mbala,Zambia,Zambia,-8.84004311232,31.370012572,20570,16198
Populated place,Luanshya,Zambia,Zambia,-13.1333211071,28.4000129788,151993,113365
Admin-1 capital,Ndola,Zambia,Zambia,-12.9999442354,28.6500235583,396339,394518
Populated place,Zambezi,Zambia,Zambia,-13.5400146293,23.1099482816,7074,2901
Populated place,Kafue,Zambia,Zambia,-15.7800329398,28.1800264066,47554,3897
Populated place,Mazabuka,Zambia,Zambia,-15.860028057,27.7600003649,64006,51743
Populated place,Hwange,Zimbabwe,Zimbabwe,-18.3700040499,26.5000255928,33989,33210
Admin-1 capital,Gweru,Zimbabwe,Zimbabwe,-19.4500414848,29.8200296618,183358,146073
Admin-1 capital,Mutare,Zimbabwe,Zimbabwe,-18.9700191052,32.6500377998,249365,184205
Populated place,Kadoma,Zimbabwe,Zimbabwe,-18.3300064913,29.909946654,79174,33626
Admin-1 capital,Dosso,Niger,Niger,13.0500160919,3.20000077171,49750,43213
Admin-1 capital,Aweil,South Sudan,South Sudan,8.76655661919,27.4000223376,46705,38745
Populated place,Tokar,Sudan,Sudan,18.4333309112,37.7332934151,73202,22250
Admin-1 capital,Melilla,Kingdom of Spain,Spain,35.300001647,-2.95001143535,141308,73460
Admin-1 capital,Bo,Sierra Leone,Sierra Leone,7.97001609185,-11.7400175389,174354,167027
Admin-1 capital,Ziguinchor,Senegal,Senegal,12.5899924916,-16.2899982111,191716,159778
Populated place,Arlit,Niger,Niger,18.8199739776,7.32998124048,100000,80000
Populated place,Djado,Niger,Niger,21.0149821157,12.3075068753,10,10
Populated place,Rumbek,South Sudan,South Sudan,6.80000998832,29.6832938219,32083,3462
Populated place,Yambio,South Sudan,South Sudan,4.57053366996,28.4163427314,40382,8459
Populated place,Bor,South Sudan,South Sudan,6.20720379529,31.5591483141,26782,26782
Populated place,Medani,Sudan,Sudan,14.3999595326,33.5200105375,332714,284367
Populated place,Gedaref,Sudan,Sudan,14.0399815053,35.3800003649,201282,201282
Populated place,EdDamer,Sudan,Sudan,17.5899715362,33.959983682,103941,84856
Populated place,Atbara,Sudan,Sudan,17.7099900502,33.9799824613,168612,107930
Populated place,Wadi Halfa,Sudan,Sudan,21.8000246368,31.3499621162,17121,17121
Populated place,Merowe,Sudan,Sudan,18.4833020212,31.8166519763,10234,4576
Admin-1 capital,Kosti,Sudan,Sudan,13.1699829294,32.6600113513,345068,203858
Populated place,Sennar,Sudan,Sudan,13.5499597361,33.6000056546,130122,76494
Admin-1 region capital,El Fasher,Sudan,Sudan,13.6299806915,25.3500182685,252609,189203
Populated place,Kadugli,Sudan,Sudan,11.0099597361,29.700036986,176931,87666
Populated place,Nimule,South Sudan,South Sudan,3.59999859508,32.0500227445,242,242
Populated place,De Aar,South Africa,South Africa,-30.6499780082,24.0000231514,32318,5021
Populated place,Alexander Bay,South Africa,South Africa,-28.6083455213,16.5033231188,1500,1452
Admin-1 capital,Kimberley,South Africa,South Africa,-28.7468383598,24.7700019925,165264,142089
Populated place,Oudtshoorn,South Africa,South Africa,-33.5800317192,22.1900044339,76708,47998
Populated place,Vanhynsdorp,South Africa,South Africa,-31.6166373507,18.7333162015,3331,3331
Populated place,Saldanha,South Africa,South Africa,-33.010040671,17.9300060615,68284,6654
Populated place,Mossel Bay,South Africa,South Africa,-34.1700215467,22.130008096,16743,16743
Admin-1 capital,Chimoio,Mozambique,Mozambique,-19.1200357881,33.4700394274,256936,228141
Admin-1 capital,Lichinga,Mozambique,Mozambique,-13.3000292777,35.2400089099,109839,78828
Populated place,Angoche,Mozambique,Mozambique,-16.2300313122,39.9100080961,57835,57835
Populated place,Mocambique,Mozambique,Mozambique,-15.039898947,40.6821836741,54315,27086
Populated place,Vryburg,South Africa,South Africa,-26.9600223604,24.7300044339,49588,13590
Populated place,Rustenburg,South Africa,South Africa,-25.6500248018,27.2400321032,165976,124064
Admin-1 capital,Mmabatho,South Africa,South Africa,-25.8300138155,25.6100023994,104428,76754
Populated place,Klerksdorp,South Africa,South Africa,-26.8800272433,26.6200182685,178921,147804
Populated place,Kroonstad,South Africa,South Africa,-27.6600313123,27.210008096,103992,72835
Admin-1 capital,Polokwane,South Africa,South Africa,-23.8900288708,29.4500264066,220045,123749
Populated place,Thohoyandou,South Africa,South Africa,-22.9500345675,30.480041055,269707,44046
Populated place,Musina,South Africa,South Africa,-22.3399942843,30.0299910062,20191,3505
Populated place,Vryheid,South Africa,South Africa,-27.7600252088,30.7899962959,150012,66717
Admin-1 capital,Pietermaritzburg,South Africa,South Africa,-29.6100414848,30.39002071,750845,490951
Populated place,Tangier,Morocco,Morocco,35.7472870067,-5.8327036961,750060,688356
Admin-1 capital,Agadir,Morocco,Morocco,30.4399882192,-9.62004358055,825467,678596
Admin-1 capital,Inhambane,Mozambique,Mozambique,-23.8580397285,35.339817517,115776,73884
Populated place,Umtata,South Africa,South Africa,-31.5799987602,28.7900150133,137772,78663
Populated place,Graaff Reinet,South Africa,South Africa,-32.3000064913,24.5400418688,62896,3021
Admin-1 capital,Bhisho,South Africa,South Africa,-32.8699975395,27.3899971097,160997,137287
Admin-1 capital,Baydhabo,Somalia,Somalia,3.11997621552,43.6499865303,129839,127821
Admin-1 capital,Marka,Somalia,Somalia,1.77656984345,44.8532722563,1958,1958
Populated place,Mereeg,Somalia,Somalia,3.76657757458,47.299996296,548,548
Admin-1 capital,Beledweyne,Somalia,Somalia,4.73998069144,45.2000211169,62945,55410
Admin-1 capital,Boosaaso,Somalia,Somalia,11.2800207712,49.1799849028,46969,46969
Populated place,Bandarbeyla,Somalia,Somalia,9.48330873508,50.8166808663,13753,13753
Admin-1 capital,Gaalkacyo,Somalia,Somalia,6.76996014295,47.4300141996,61200,53501
Populated place,Eyl,Somalia,Somalia,7.98334861138,49.8332783598,18904,369
Admin-1 capital,Garoowe,Somalia,Somalia,8.39998984673,48.5000264067,2568,2568
Populated place,Jamaame,Somalia,Somalia,0.0721777536,42.7505582263,185270,128577
Admin-1 capital,Kismaayo,Somalia,Somalia,-0.35663328156,42.5183243396,234852,134951
Populated place,Saint-Louis,Mauritania,Mauritania,16.0199898468,-16.5100106216,220792,176000
Admin-1 capital,Tidjikdja,Mauritania,Mauritania,18.5500162953,-11.4166005874,19981,19981
Admin-1 capital,Ilorin,Nigeria,Nigeria,8.49001019178,4.5499958889,771000,632484
Admin-1 capital,Minna,Nigeria,Nigeria,9.61999289849,6.5500288479,291905,206171
Populated place,Zaria,Nigeria,Nigeria,11.0799813018,7.71000972355,889000,620673
Admin-1 capital,Jos,Nigeria,Nigeria,9.9299739776,8.89004105494,816824,657313
Admin-1 capital,Yola,Nigeria,Nigeria,9.20999208469,12.4800028063,96006,88500
Admin-1 region capital,Keetmanshoop,Namibia,Namibia,-26.5738960584,18.1299938545,18039,15608
Admin-1 capital,Maltahohe,Namibia,Namibia,-24.8399967257,16.9399889716,2329,2329
Admin-1 region capital,Swakopmund,Namibia,Namibia,-22.6688630994,14.5350194892,29491,25047
Populated place,Ongwediva,Namibia,Namibia,-17.7800142224,15.7700345445,25032,9654
Populated place,Rundu,Namibia,Namibia,-17.9200056775,19.7499466539,58172,28798
Admin-1 capital,Tsumeb,Namibia,Namibia,-19.2400284639,17.7100194892,14959,12190
Admin-1 capital,Tabora,United Republic of Tanzania,Tanzania,-5.02001788444,32.8000028063,146495,145292
Admin-1 capital,Lindi,United Republic of Tanzania,Tanzania,-10.000023988,39.6999950752,41912,13995
Admin-1 capital,Songea,United Republic of Tanzania,Tanzania,-10.6800341605,35.6500097237,126449,115397
Admin-1 capital,Tanga,United Republic of Tanzania,Tanzania,-5.0700406709,39.0900064685,224876,209435
Populated place,Goulimine,Morocco,Morocco,28.9799739777,-10.0700161147,115267,98229
Populated place,Smara,Morocco,Morocco,26.7332894073,-11.6833284927,48149,48149
Populated place,Ad Dakhla,Morocco,Morocco,23.7140558826,-15.9368108656,89292,75000
Populated place,Babanusa,Sudan,Sudan,11.3333508493,27.7999979235,19700,19700
Admin-1 capital,Greenville,Liberia,Liberia,5.01112693168,-9.03881290835,10374,10374
Admin-1 capital,Buchanan,Liberia,Liberia,5.91608461397,-10.052471966,48315,25731
Admin-1 capital,Robertsport,Liberia,Liberia,6.75332033175,-11.3685931818,11969,3933
Admin-1 capital,Berberati,Central African Republic,Central African Republic,4.24995892223,15.780008096,61815,59395
Admin-1 capital,Bria,Central African Republic,Central African Republic,6.53330792127,21.9832987047,29027,20944
Populated place,Marsabit,Kenya,Kenya,2.32999859508,37.9799967028,16460,15361
Populated place,Moyale,Kenya,Kenya,3.51997763968,39.0500089099,24837,16243
Admin-1 capital,Nakuru,Kenya,Kenya,-0.27999713247,36.0699840889,364727,259903
Populated place,Lamu,Kenya,Kenya,-2.2620436204,40.9196664269,24525,10345
Populated place,Malindi,Kenya,Kenya,-3.20999916699,40.1000223376,94016,68304
Admin-1 capital,Kisumu,Kenya,Kenya,-0.09003456737,34.7500129789,395615,216479
Populated place,Antsirabe,Madagascar,Madagascar,-19.8500170707,47.0332942289,307921,307921
Populated place,Antalaha,Madagascar,Madagascar,-14.8833434867,50.2833284086,47224,34112
Populated place,Andoany,Madagascar,Madagascar,-13.4000231742,48.266603962,22680,18391
Populated place,Farafangana,Madagascar,Madagascar,-22.8166060193,47.8332454008,24764,5221
Populated place,Mananjary,Madagascar,Madagascar,-21.2166519991,48.3333182361,27686,11996
Populated place,Maintirano,Madagascar,Madagascar,-18.0666117159,44.0166824939,5925,5925
Admin-1 capital,Toamasina,Madagascar,Madagascar,-18.1817984835,49.404984089,210226,206373
Populated place,Maroantsetra,Madagascar,Madagascar,-15.4333357556,49.7333361397,38046,23859
Populated place,Tolanaro,Madagascar,Madagascar,-25.0268070284,46.9900410551,16818,16818
Populated place,Morombe,Madagascar,Madagascar,-21.739138483,43.3656776324,16727,16727
Populated place,Androka,Madagascar,Madagascar,-25.0219462281,44.0749469436,174,174
Populated place,Morondava,Madagascar,Madagascar,-20.283272279,44.2833328845,36803,3234
Populated place,Lisala,Congo (Kinshasa),Congo (Kinshasa),2.14001019176,21.5099942614,70087,58453
Populated place,Gemena,Congo (Kinshasa),Congo (Kinshasa),3.26001934703,19.7699971097,198056,117639
Populated place,Fada,Chad,Chad,17.1847249542,21.5902477607,448,448
Admin-1 capital,Faya Largeau,Chad,Chad,17.9166699412,19.1167036526,13400,13400
Admin-1 capital,Mao,Chad,Chad,14.1194340199,15.313318236,18031,12049
Admin-1 capital,Bata,Equatorial Guinea,Equatorial Guinea,1.87000083303,9.769987344,173046,98841
Admin-1 capital,Biltine,Chad,Chad,14.5332588897,20.9166971422,11000,2365
Admin-1 capital,Sarh,Chad,Chad,9.14996990858,18.3900296617,169196,102528
Admin-1 capital,Am Timan,Chad,Chad,11.0332916452,20.2832991116,30443,28885
Populated place,Siwa,Egypt,Egypt,29.2000122264,25.5166747627,23080,23080
Admin-1 capital,El Minya,Egypt,Egypt,28.0900024607,30.7499987373,500000,227150
Populated place,Kom Ombo,Egypt,Egypt,24.469990864,32.9500194893,303962,59787
Admin-1 capital,El Kharga,Egypt,Egypt,25.4400091746,30.5500109443,49991,49991
Admin-1 capital,Hurghada,Egypt,Egypt,27.2300032745,33.8300174548,157204,157204
Populated place,Buta,Congo (Kinshasa),Congo (Kinshasa),2.81999452607,24.7400296618,45677,42713
Populated place,Watsa,Congo (Kinshasa),Congo (Kinshasa),3.04000693655,29.5299698473,24516,10927
Populated place,Isiro,Congo (Kinshasa),Congo (Kinshasa),2.75997234996,27.6200089098,157196,127076
Populated place,Bondo,Congo (Kinshasa),Congo (Kinshasa),3.80995993948,23.6700174547,23517,17860
Populated place,Inongo,Congo (Kinshasa),Congo (Kinshasa),-1.93999916698,18.2800105374,40113,20249
Populated place,Tshikapa,Congo (Kinshasa),Congo (Kinshasa),-6.4099588838,20.7700394274,267462,135051
Populated place,Boma,Congo (Kinshasa),Congo (Kinshasa),-5.82999428419,13.0499938544,178638,178638
Populated place,Bukavu,Congo (Kinshasa),Congo (Kinshasa),-2.50999021516,28.8400377998,436779,225389
Populated place,Uvira,Congo (Kinshasa),Congo (Kinshasa),-3.36998940136,29.1400194893,170391,158315
Populated place,Kindu,Congo (Kinshasa),Congo (Kinshasa),-2.96391599641,25.9099840889,262914,135698
Admin-1 capital,Mwene-Ditu,Congo (Kinshasa),Congo (Kinshasa),-7.00000038771,23.4400056546,189177,117480
Populated place,Likasi,Congo (Kinshasa),Congo (Kinshasa),-10.9700422985,26.7800085029,434408,422414
Populated place,Manono,Congo (Kinshasa),Congo (Kinshasa),-7.30003375359,27.4499934476,46111,46111
Populated place,Kamina,Congo (Kinshasa),Congo (Kinshasa),-8.73002398797,25.0099873441,128803,73557
Populated place,Chiromo,Malawi,Malawi,-16.550011781,35.1332454007,25235,25235
Populated place,Zomba,Malawi,Malawi,-15.3900309053,35.3100304756,80932,80932
Admin-1 capital,Kumasi,Ghana,Ghana,6.68999086398,-1.6300144871,1646000,1291151
Admin-1 capital,Sekondi,Ghana,Ghana,4.94327577608,-1.70401513814,286248,138872
Admin-1 capital,Oyem,Gabon,Gabon,1.6166312855,11.5833133531,43423,30870
Populated place,Mayumba,Gabon,Gabon,-3.41660154329,10.6500369859,3996,3996
Populated place,Gamba,Gabon,Gabon,-2.65003334667,9.99999914413,9928,4533
Populated place,Taoudenni,Mali,Mali,22.6665867299,-3.98335921367,3019,3019
Populated place,Araouane,Mali,Mali,18.9000207713,-3.52995019674,4026,4026
Populated place,Tessalit,Mali,Mali,20.2013883657,1.08881180686,6000,5739
Populated place,Menaka,Mali,Mali,15.9166628204,2.3999979234,9110,9110
Populated place,Bir Mogrein,Mauritania,Mauritania,25.2333034454,-11.583308758,10,10
Admin-1 capital,Rosso,Mauritania,Mauritania,16.5240159291,-15.812663006,47203,47203
Admin-1 capital,Kiffa,Mauritania,Mauritania,16.6199790639,-11.3999866144,73930,73930
Populated place,Nara,Mali,Mali,15.1800152781,-7.27997969708,18459,18459
Populated place,Koulikoro,Mali,Mali,12.8833079213,-7.54998905581,23919,2898
Admin-1 capital,Mopti,Mali,Mali,14.4899798777,-4.18003971497,108456,78083
Admin-1 capital,Ouesso,Congo (Brazzaville),Congo (Brazzaville),1.60999086396,16.0500174547,28320,23915
Populated place,Ghadamis,Libya,Libya,30.1332885936,9.50002966171,6623,6623
Admin-1 capital,Hun,Libya,Libya,29.1166581411,15.9333320706,18878,15826
Populated place,Birak,Libya,Libya,27.5333180939,14.2833552639,45421,39444
Populated place,Ghat,Libya,Libya,24.9647410268,10.1727534573,24347,19665
Populated place,Marzuq,Libya,Libya,25.9043994334,13.8972289619,55071,43732
Admin-1 capital,Ajdabiya,Libya,Libya,30.7699939158,20.2199954821,143833,134358
Populated place,Awjilah,Libya,Libya,29.1080281769,21.2869071032,6610,6610
Populated place,Surt,Libya,Libya,31.2099928986,16.5900361722,128123,93390
Admin-1 capital,Darnah,Libya,Libya,32.7648111286,22.6391392825,127974,78782
Populated place,Tubruq,Libya,Libya,32.0799914744,23.9600255928,263527,121052
Admin-1 capital,Debre Markos,Ethiopia,Ethiopia,10.3399747914,37.720012572,70758,59920
Admin-1 capital,Dese,Ethiopia,Ethiopia,11.1299782501,39.6300251859,183802,136056
Populated place,Sodo,Ethiopia,Ethiopia,6.90000388481,37.7499849027,65737,65737
Admin-1 capital,Arba Minch,Ethiopia,Ethiopia,6.04000469861,37.5499971097,69622,39065
Admin-1 capital,Harar,Ethiopia,Ethiopia,9.31995953261,42.1500264066,174994,147306
Admin-1 capital,Goba,Ethiopia,Ethiopia,7.01002300916,39.970004434,34369,32025
Admin-1 capital,Jima,Ethiopia,Ethiopia,7.67998211561,36.830041055,128306,128306
Populated place,Nazret,Ethiopia,Ethiopia,8.54998069146,39.2699954821,476892,213995
Populated place,Nagele,Ethiopia,Ethiopia,5.31661216117,39.5833096911,11772,11772
Populated place,Gode,Ethiopia,Ethiopia,5.95001019177,43.4499987374,75000,68342
Populated place,Dolo Bay,Ethiopia,Ethiopia,4.18334800101,42.0833121325,11810,11810
Admin-1 capital,Korhogo,Ivory Coast,Ivory Coast,9.4599768259,-5.63995060365,177711,167359
Admin-1 capital,Labe,Guinea,Guinea,11.3199924916,-12.3000091974,140575,58649
Admin-1 capital,Boke,Guinea,Guinea,10.9399898467,-14.29999048,116270,116270
Admin-1 capital,Kindia,Guinea,Guinea,10.0600177195,-12.8699744074,117062,69960
Admin-1 capital,Daloa,Ivory Coast,Ivory Coast,6.88997865695,-6.45000451804,255168,215652
Admin-1 capital,Mafetang,Lesotho,Lesotho,-29.8166438611,27.2500056546,57059,52358
Admin-1 capital,Bouar,Central African Republic,Central African Republic,5.95001019177,15.5999674059,34372,28581
Populated place,Dundo,Angola,Angola,-7.38002887078,20.8299840888,11985,11985
Populated place,Ambriz,Angola,Angola,-7.85498695998,13.1250280341,17000,17000
Populated place,Dondo,Angola,Angola,-9.69001707066,14.4300129788,2353,2353
Admin-1 capital,Sumbe,Angola,Angola,-11.2100276501,13.8499967027,33277,26000
Admin-1 capital,Uige,Angola,Angola,-7.62001422234,15.049975137,60008,53567
Admin-1 capital,Kuito,Angola,Angola,-12.3800337536,16.9399889716,114286,113624
Populated place,Lobito,Angola,Angola,-12.3700085257,13.5412300198,207932,133534
Populated place,Xangongo,Angola,Angola,-16.7400260225,14.9699800198,447,447
Admin-1 capital,Luena,Angola,Angola,-11.7900439261,19.9000150133,21115,13438
Populated place,Tombua,Angola,Angola,-15.8000317191,11.8599889716,40000,40000
Admin-1 capital,Adrar,Algeria,Algeria,27.8699900503,-0.28996708312,56910,56910
Populated place,Reggane,Algeria,Algeria,26.6999839467,0.16664587261,32974,11729
Admin-1 capital,Bechar,Algeria,Algeria,31.611105366,-2.23000370422,143382,141449
Populated place,Tindouf,Algeria,Algeria,27.6741880483,-8.14778202456,18270,18270
Populated place,Illizi,Algeria,Algeria,26.4833563426,8.46660436874,7957,6629
Populated place,Arak,Algeria,Algeria,25.279993102,3.74999304059,423251,423251
Populated place,I-n-Salah,Algeria,Algeria,27.2166449168,2.46660884462,49223,8041
Populated place,El Golea,Algeria,Algeria,30.5666213165,2.88332759463,32049,32049
Admin-1 capital,Laghouat,Algeria,Algeria,33.8099892365,2.88002030296,113872,102686
Populated place,Touggourt,Algeria,Algeria,33.099980895,6.05998124047,133954,49044
Admin-1 capital,Ouargla,Algeria,Algeria,31.9699723501,5.34002518578,176271,176271
Admin-1 capital,Biskra,Algeria,Algeria,34.859976826,5.73002722029,202103,202103
Admin-1 capital,Djelfa,Algeria,Algeria,34.6799878123,3.25002355817,170901,170901
Admin-1 capital,Setif,Algeria,Algeria,36.1800254507,5.39996984724,274744,274744
Admin-1 capital,Batna,Algeria,Algeria,35.5699593293,6.17000036482,280798,258136
Admin-1 capital,Molepolole,Botswana,Botswana,-24.3999719047,25.5100085029,63248,52178
Admin-0 capital alt,Bir Lehlou,Western Sahara,Western Sahara,26.119166686,-9.65252221825,500,200
Admin-0 capital,Moroni,Comoros,Comoros,-11.7041576957,43.2402440987,128698,42872
Admin-1 capital,Benin City,Nigeria,Nigeria,6.34047731417,5.62000809594,1190000,668026
Populated place,Atakpame,Togo,Togo,7.53004294731,1.12002437196,80683,68831
Admin-1 capital,Sousse,Tunisia,Tunisia,35.8299951366,10.6250255927,327004,164123
Admin-1 capital,Kabwe,Zambia,Zambia,-14.4400113741,28.4499840889,188979,188355
Populated place,Mufulira,Zambia,Zambia,-12.5499975394,28.2599698473,153624,120500
Populated place,Kitwe,Zambia,Zambia,-12.8100333467,28.2200239652,404901,400914
Admin-1 capital,Livingstone,Zambia,Zambia,-17.8600093396,25.8600129788,165480,109203
Populated place,Chitungwiza,Zimbabwe,Zimbabwe,-18.0000007947,31.1000032132,340360,321782
Populated place,Douala,Cameroon,Cameroon,4.06040976859,9.70999100611,1906000,1338082
Admin-1 region capital,Gulu,Uganda,Uganda,2.77999696748,32.2800345446,146858,142003
Admin-0 capital,Kigali,Rwanda,Rwanda,-1.95359006868,30.0605317777,860000,745261
Admin-1 capital,Maradi,Niger,Niger,13.4916428822,7.09640376652,232555,163487
Admin-1 capital,Tahoua,Niger,Niger,14.8999806915,5.25992671573,115956,80425
Admin-0 capital,Mbabane,Swaziland,Swaziland,-26.3166507784,31.1333345121,90138,76218
Admin-1 capital,Kaolack,Senegal,Senegal,14.1499747914,-16.1000098078,277812,277812
Admin-1 capital,Kaedi,Senegal,Senegal,16.1500077504,-13.4999876317,21656,21656
Populated place,Geneina,Sudan,Sudan,13.450017516,22.4400150133,162981,159310
Admin-0 capital,Juba,South Sudan,South Sudan,4.82997519828,31.5800255928,111975,111975
Admin-1 region capital,Malakal,South Sudan,South Sudan,9.53689719537,31.6559899483,160765,160765
Admin-1 capital,Omdurman,Sudan,Sudan,15.6166811309,32.4800223376,2395159,2183698
Populated place,El Obeid,Sudan,Sudan,13.1832896107,30.2166979561,393311,269424
Populated place,Springbok,South Africa,South Africa,-29.666730531,17.8832905667,10438,2809
Populated place,Upington,South Africa,South Africa,-28.4600341606,21.2300113512,71373,52799
Populated place,Worcester,South Africa,South Africa,-33.6400280571,19.4399397366,127597,90803
Populated place,George,South Africa,South Africa,-33.9500349744,22.4500402412,174582,113248
Admin-1 capital,Tete,Mozambique,Mozambique,-16.1700349743,33.5800068753,129316,115050
Admin-1 capital,Pemba,Mozambique,Mozambique,-12.983046042,40.5323473702,110643,108737
Admin-1 capital,Nampula,Mozambique,Mozambique,-15.1360412406,39.2930431709,388526,383845
Populated place,Welkom,South Africa,South Africa,-27.9699865532,26.7299857165,431944,126079
Admin-1 capital,Xai-Xai,Mozambique,Mozambique,-25.0399845186,33.6400032132,128805,127366
Admin-1 capital,Oujda,Morocco,Morocco,34.6900130402,-1.90997155904,409391,405253
Populated place,Safi,Morocco,Morocco,32.319976826,-9.23998925926,353476,288163
Admin-1 capital,Quelimane,Mozambique,Mozambique,-17.8800081189,36.8899857165,188964,169101
Populated place,East London,South Africa,South Africa,-32.9700431124,27.8700194893,338627,338627
Populated place,Middelburg,South Africa,South Africa,-31.500003643,25.0099873441,18164,3764
Admin-1 capital,Maiduguri,Nigeria,Nigeria,11.849960143,13.1600129788,896000,512460
Admin-1 capital,Port Harcourt,Nigeria,Nigeria,4.8100022572,7.01000077173,1020000,1020000
Admin-1 capital,Makurdi,Nigeria,Nigeria,7.72997906385,8.53001135116,292645,198090
Populated place,Ibadan,Nigeria,Nigeria,7.38002626437,3.92998205427,2628000,1814570
Populated place,Ogbomosho,Nigeria,Nigeria,8.13000632622,4.23998897158,951000,239127
Populated place,Warri,Nigeria,Nigeria,5.51995892224,5.75999955102,830106,536023
Admin-1 capital,Kaduna,Nigeria,Nigeria,10.5200154815,7.44000036483,1442000,940593
Admin-1 capital,Luderitz,Namibia,Namibia,-26.6480000623,15.1594258206,15137,13295
Populated place,Walvis Bay,Namibia,Namibia,-22.9575276501,14.5053055406,52058,46951
Admin-1 capital,Mwanza,United Republic of Tanzania,Tanzania,-2.52001544303,32.93002071,493944,436801
Admin-1 capital,Morogoro,United Republic of Tanzania,Tanzania,-6.82001137403,37.6600162341,250902,234535
Admin-0 capital alt,Dodoma,United Republic of Tanzania,Tanzania,-6.18330605177,35.7500036201,218269,180541
Admin-1 capital,Arusha,United Republic of Tanzania,Tanzania,-3.36001584993,36.6699991442,341136,320074
Admin-0 capital alt,Laayoune,Morocco,Morocco,27.1499823191,-13.2000059422,188084,176365
Populated place,Meru,Kenya,Kenya,0.05998211558,37.6400174548,47226,47226
Populated place,Eldoret,Kenya,Kenya,0.52000571584,35.2699812406,353381,218446
Admin-1 capital,Antsiranana,Madagascar,Madagascar,-12.2765015156,49.3115261042,82937,69687
Admin-1 capital,Fianarantsoa,Madagascar,Madagascar,-21.4333312797,47.0832653389,184184,167227
Admin-1 capital,Mahajanga,Madagascar,Madagascar,-15.6700138155,46.3450158272,154657,135660
Admin-1 capital,Toliara,Madagascar,Madagascar,-23.3568314425,43.6899840889,115319,97237
Admin-1 capital,Mbandaka,Congo (Kinshasa),Congo (Kinshasa),0.04003501271,18.2600117581,274996,184185
Admin-1 capital,Moundou,Chad,Chad,8.54998069146,16.0900150133,156705,135167
Populated place,Suez,Egypt,Egypt,30.0049760122,32.5499405505,508335,488125
Admin-1 capital,Bur Said,Egypt,Egypt,31.2599898468,32.290008096,623864,500000
Admin-1 capital,El Faiyum,Egypt,Egypt,29.3100313507,30.8399674059,316772,306393
Admin-1 capital,Aswan,Egypt,Egypt,24.0875077504,32.8989114977,313442,241261
Admin-1 capital,Asyut,Egypt,Egypt,27.1899798777,31.179946654,420585,420585
Admin-1 capital,Kisangani,Congo (Kinshasa),Congo (Kinshasa),0.52000571584,25.2200003649,578470,539158
Populated place,Assab,Eritrea,Eritrea,13.0100185333,42.7299910062,105496,105496
Admin-0 capital,Djibouti,Djibouti,Djibouti,11.5950144643,43.1480016671,923000,604013
Admin-1 capital,Bandundu,Congo (Kinshasa),Congo (Kinshasa),-3.30999306347,17.3799621162,118211,97784
Admin-1 capital,Kananga,Congo (Kinshasa),Congo (Kinshasa),-5.89004229851,22.4000174547,765000,463546
Populated place,Kasongo,Congo (Kinshasa),Congo (Kinshasa),-4.45002683626,26.6600158271,63000,55118
Admin-1 capital,Mbuji-Mayi,Congo (Kinshasa),Congo (Kinshasa),-6.15002642937,23.599995889,1295000,874761
Populated place,Kalemie,Congo (Kinshasa),Congo (Kinshasa),-5.93329547234,29.2000158272,206257,146974
Populated place,Butembo,Congo (Kinshasa),Congo (Kinshasa),0.13000368133,29.2800109443,286403,154621
Admin-1 capital,Goma,Congo (Kinshasa),Congo (Kinshasa),-1.67879910092,29.2217868022,144124,144124
Admin-1 region capital,Mzuzu,Malawi,Malawi,-11.4599865531,34.0199800199,110201,110201
Admin-1 region capital,Blantyre,Malawi,Malawi,-15.7900064913,34.989946654,584877,584877
Admin-0 capital,Banjul,"Gambia, The",The Gambia,13.4538764603,-16.5917014892,43094,34589
Populated place,Kayes,Congo (Brazzaville),Congo (Brazzaville),-4.18001747754,13.2800056546,62521,58737
Admin-1 capital,Franceville,Gabon,Gabon,-1.63329954133,13.5832946357,42967,39145
Admin-1 capital,Gao,Mali,Mali,16.2665897817,-0.05000756977,116967,57978
Populated place,Nouadhibou,Mauritania,Mauritania,20.9000020538,-17.0560238052,86738,86738
Admin-1 capital,Kayes,Mali,Mali,14.4499823191,-11.4400100112,77207,77207
Admin-1 capital,Ayoun el Atrous,Mauritania,Mauritania,16.6665912058,-9.61665877424,1423,1423
Admin-1 capital,Segou,Mali,Mali,13.4399922882,-6.26001611472,122952,92552
Populated place,Al Jawf,Libya,Libya,24.1999815053,23.2899889717,24132,24132
Populated place,Tmassah,Libya,Libya,26.3666451202,15.8000068753,500,200
Admin-1 capital,Misratah,Libya,Libya,32.3799731639,15.0999979235,386120,216200
Populated place,Zuwarah,Libya,Libya,32.9344096059,12.079148721,180310,67386
Populated place,Bahir Dar,Ethiopia,Ethiopia,11.6000529164,37.3832889392,206748,168899
Admin-1 capital,Mekele,Ethiopia,Ethiopia,13.499988626,39.4699832751,95856,95856
Populated place,Dire Dawa,Ethiopia,Ethiopia,9.58999472955,41.8600182686,252279,248372
Populated place,Pointe-Noire,Congo (Brazzaville),Congo (Brazzaville),-4.77000730502,11.8800394273,659084,545797
Admin-1 capital,Kankan,Guinea,Guinea,10.3899975779,-9.31001082502,114009,106906
Admin-1 capital,Nzerekore,Guinea,Guinea,7.76000307101,-8.82998844546,168121,132728
